name,description,published,author,url,github_ind,github_url,downloads,stars,last_commit,downloads_per_star
activatr,"This contains helpful functions for parsing, managing, plotting, and
    visualizing activities, most often from GPX (GPS Exchange Format) files
    recorded by GPS devices. It allows easy parsing of the source files into
    standard R data formats, along with functions to compute derived data for
    the activity, and to plot the activity in a variety of ways.",2021-01-15,Daniel Schafer,https://github.com/dschafer/activatr,TRUE,https://github.com/dschafer/activatr,2669,2,2021-01-15T16:01:05Z,1334.5
ActivePathways,"Framework for analysing multiple omics datasets in the context of molecular pathways, biological processes and other types of gene sets. The package uses p-value merging to combine gene- or protein-level signals, followed by ranked hypergeometric tests to determine enriched pathways and processes. This approach allows researchers to interpret a series of omics datasets in the context of known biology and gene function, and discover associations that are only apparent when several datasets are combined. The package is part of the following publication: Integrative Pathway Enrichment Analysis of Multivariate Omics Data. Paczkowska M^, Barenboim J^, Sintupisut N, Fox NS, Zhu H, Abd-Rabbo D, Mee MW, Boutros PC, PCAWG Drivers and Functional Interpretation Working Group; Reimand J, PCAWG Consortium. Nature Communications (2020) <doi:10.1038/s41467-019-13983-9>.",2020-07-09,Juri Reimand,NA,TRUE,https://github.com/reimandlab/activepathways,12797,50,2020-09-11T02:03:53Z,255.94
acumos,"Create, upload and run 'Acumos' R models.
  'Acumos' (<https://www.acumos.org>) is a platform and open source framework intended to make it easy to build,
  share, and deploy AI apps. 'Acumos' is part of the 'LF AI Foundation', an umbrella
  organization within 'The Linux Foundation'. With this package, user can create a
  component, and push it to an 'Acumos' platform.",2021-07-02,Alassane Samba,"https://www.acumos.org (Acumos project website)
https://gerrit.acumos.org/r/gitweb?p=acumos-r-client.git (code
repository) https://github.com/acumos/acumos-r-client (mirror
repository)
https://docs.acumos.org/en/latest/submodules/acumos-r-client/docs
(docs)",TRUE,https://github.com/acumos/acumos-r-client,6388,3,2021-07-08T08:22:07Z,2129.3333333333335
adaptDiag,"Simulate clinical trials for diagnostic test devices and evaluate 
    the operating characteristics under an adaptive design with futility
    assessment determined via the posterior predictive probabilities.",2021-08-17,Graeme L. Hickey,https://github.com/graemeleehickey/adaptDiag,TRUE,https://github.com/graemeleehickey/adaptdiag,256,1,2021-08-16T16:39:26Z,256
adaptMCMC,Enables sampling from arbitrary distributions if the log density is known up to a constant; a common situation in the context of Bayesian inference. The implemented sampling algorithm was proposed by Vihola (2012) <DOI:10.1007/s11222-011-9269-5> and achieves often a high efficiency by tuning the proposal distributions to a user defined acceptance rate.,2021-03-29,Andreas Scheidegger,https://github.com/scheidan/adaptMCMC,TRUE,https://github.com/scheidan/adaptmcmc,35788,8,2021-03-29T07:38:05Z,4473.5
adaptMT,"Implementation of adaptive p-value thresholding (AdaPT), including both a framework that allows the user to specify any 
  algorithm to learn local false discovery rate and a pool of convenient functions that implement specific 
  algorithms. See Lei, Lihua and Fithian, William (2016) <arXiv:1609.06035>.",2018-07-31,Lihua Lei,"https://arxiv.org/abs/1609.06035,
https://github.com/lihualei71/adaptMT",TRUE,https://github.com/lihualei71/adaptmt,17650,6,2021-06-12T18:08:38Z,2941.6666666666665
addinslist,"Browse through a continuously updated list of existing RStudio 
    addins and install/uninstall their corresponding packages.",2021-01-10,Dean Attali,https://github.com/daattali/addinslist,TRUE,https://github.com/daattali/addinslist,42375,672,2021-08-13T22:44:36Z,63.058035714285715
additive,"Fit Generalized Additive Models (GAM) using 'mgcv' with 'parsnip'/'tidymodels'
    via 'additive' <doi:10.5281/zenodo.5091179>. 'tidymodels' is a collection of
    packages for machine learning; see Kuhn and Wickham (2020) <https://www.tidymodels.org>).
    The technical details of 'mgcv' are described in Wood (2017)
    <doi:10.1201/9781315370279>.",2021-07-12,Hamada S. Badr,"https://hsbadr.github.io/additive/,
https://github.com/hsbadr/additive",TRUE,https://github.com/hsbadr/additive,1556,0,2021-09-02T19:25:36Z,NA
ade4,"Tools for multivariate data analysis. Several methods are provided for the analysis (i.e., ordination) of one-table (e.g., principal component analysis, correspondence analysis), two-table (e.g., coinertia analysis, redundancy analysis), three-table (e.g., RLQ analysis) and K-table (e.g., STATIS, multiple coinertia analysis). The philosophy of the package is described in Dray and Dufour (2007) <doi:10.18637/jss.v022.i04>.",2021-06-17,Stéphane Dray,http://pbil.univ-lyon1.fr/ADE-4/,TRUE,https://github.com/sdray/ade4,1280837,18,2021-07-07T13:07:03Z,71157.61111111111
ade4TkGUI,A Tcl/Tk GUI for some basic functions in the 'ade4' package.,2020-12-03,Jean Thioulouse,"http://pbil.univ-lyon1.fr/ade4TkGUI/, Mailing list:
https://listes.univ-lyon1.fr/sympa/info/adelist",TRUE,https://github.com/aursiber/ade4tkgui,86579,0,2021-02-18T08:03:50Z,NA
adegenet,"Toolset for the exploration of genetic and genomic
    data. Adegenet provides formal (S4) classes for storing and handling
    various genetic data, including genetic markers with varying ploidy
    and hierarchical population structure ('genind' class), alleles counts
    by populations ('genpop'), and genome-wide SNP data ('genlight'). It
    also implements original multivariate methods (DAPC, sPCA), graphics,
    statistical tests, simulation tools, distance and similarity measures,
    and several spatial methods. A range of both empirical and simulated
    datasets is also provided to illustrate various methods.",2021-07-17,Thibaut Jombart,https://github.com/thibautjombart/adegenet,TRUE,https://github.com/thibautjombart/adegenet,296785,128,2021-07-17T18:07:47Z,2318.6328125
adegraphics,Graphical functionalities for the representation of multivariate data. It is a complete re-implementation of the functions available in the 'ade4' package.,2018-12-18,Stéphane Dray,"http://pbil.univ-lyon1.fr/ADE-4, Mailing list:
http://listes.univ-lyon1.fr/wws/info/adelist",TRUE,https://github.com/sdray/adegraphics,134944,6,2021-07-07T13:09:51Z,22490.666666666668
adept,"Designed for optimal use in performing fast, 
    accurate walking strides segmentation from high-density 
    data collected from a wearable accelerometer worn 
    during continuous walking activity.",2021-02-01,Marta Karas,https://github.com/martakarass/adept,TRUE,https://github.com/martakarass/adept,14580,3,2021-01-31T23:35:49Z,4860
adespatial,"Tools for the multiscale spatial analysis of multivariate data.
    Several methods are based on the use of a spatial weighting matrix and its
    eigenvector decomposition (Moran's Eigenvectors Maps, MEM). 
    Several approaches are described in the review Dray et al (2012)
    <doi:10.1890/11-1183.1>.",2021-04-07,Stéphane Dray,https://github.com/sdray/adespatial,TRUE,https://github.com/sdray/adespatial,78217,17,2021-08-04T08:33:43Z,4601
adheRenceRX,"A (mildly) opinionated set of functions to help assess medication adherence for researchers working with medication claims data.
    Medication adherence analyses have several complex steps that are often convoluted and can be time-intensive. The focus is to create a 
    set of functions using ""tidy principles"" geared towards transparency, speed, and flexibility while working with adherence metrics. All functions perform exactly one task 
    with an intuitive name so that a researcher can handle details (often achieved with vectorized solutions) while we handle non-vectorized tasks common to most 
    adherence calculations such as adjusting fill dates and determining episodes of care. The methodologies in referenced in this package come from
    Canfield SL, et al (2019) ""Navigating the Wild West of Medication Adherence Reporting in Specialty Pharmacy"" <doi:10.18553/jmcp.2019.25.10.1073>.",2020-11-20,Brennan Beal,https://github.com/btbeal/adheRenceRX,TRUE,https://github.com/btbeal/adherencerx,4045,3,2020-12-01T19:17:16Z,1348.3333333333333
adjclust,"Implements a constrained version of hierarchical agglomerative 
    clustering, in which each observation is associated to a position, and 
    only adjacent clusters can be merged. Typical application fields in 
    bioinformatics include Genome-Wide Association Studies or Hi-C data 
    analysis, where the similarity between items is a decreasing function of 
    their genomic distance. Taking advantage of this feature, the implemented 
    algorithm is time and memory efficient. This algorithm is described in 
    Ambroise et al (2019) <https://almob.biomedcentral.com/articles/10.1186/s13015-019-0157-4>.",2021-07-26,Pierre Neuvial,https://github.com/pneuvial/adjclust,TRUE,https://github.com/pneuvial/adjclust,22518,14,2021-07-26T21:44:52Z,1608.4285714285713
admisc,"Contains functions used across packages 'declared', 'DDIwR', 'mixed', 'QCA'
    and 'venn'. Interprets and translates, factorizes and negates SOP - Sum of Products
    expressions, for both binary and multi-value crisp sets, and extracts information
    (set names, set values) from those expressions. Other functions perform various
    other checks if possibly numeric (even if all numbers reside in a character vector)
    and coerce to numeric, or check if the numbers are whole. It also offers, among
    many others, a highly flexible recoding routine.",2021-09-01,Adrian Dusa,https://github.com/dusadrian/admisc,TRUE,https://github.com/dusadrian/admisc,71594,0,2021-08-31T22:49:35Z,NA
AdMit,"Provides functions to perform the fitting of an adaptive mixture
    of Student-t distributions to a target density through its kernel function as described in
    Ardia et al. (2009) <doi:10.18637/jss.v029.i03>. The
    mixture approximation can then be used as the importance density in importance
    sampling or as the candidate density in the Metropolis-Hastings algorithm to
    obtain quantities of interest for the target density itself. ",2021-05-16,David Ardia,https://github.com/ArdiaD/AdMit,TRUE,https://github.com/ardiad/admit,33539,3,2021-05-16T14:05:58Z,11179.666666666666
admix,"Implements several methods to estimate the unknown quantities related 
    to two-component admixture models, where the two components can belong to any
    distribution (note that in the case of multinomial mixtures, the two components
    must belong to the same family). Estimation methods depend on the assumptions 
    made on the unknown component density (see Bordes and Vandekerkhove (2010) <doi:10.3103/S1066530710010023>; 
    Patra and Sen (2016) <doi:10.1111/rssb.12148>); Milhaud, Pommeret, Salhi and Vandekerkhove 
    (2021) <https://hal.archives-ouvertes.fr/hal-03201760>). In practice, one can estimate both the 
    mixture weight and the unknown component density in a wide variety of frameworks.
    On top of that, hypothesis tests can be performed in one and two-samples contexts 
    to test the unknown component density. Finally, clustering of unknown
    mixture components is also feasible in a K-samples setting.",2021-06-14,Xavier Milhaud,https://github.com/XavierMilhaud/admix,TRUE,https://github.com/xaviermilhaud/admix,1092,1,2021-07-29T09:39:02Z,1092
ADMUR,"Provides tools to directly model underlying population dynamics using date datasets (radiocarbon and other) with a Continuous Piecewise Linear (CPL) model framework. Various other model types included. Taphonomic loss included optionally as a power function. Model comparison framework using BIC. Package also calibrates 14C samples, generates Summed Probability Distributions (SPD), and performs SPD simulation analysis to generate a Goodness-of-fit test for the best selected model. Details about the method can be found in Timpson A., Barberena R., Thomas M. G., Mendez C., Manning K. (2020) <doi:10.1098/rstb.2019.0723>.",2021-03-23,Adrian Timpson,https://github.com/UCL/ADMUR,TRUE,https://github.com/ucl/admur,3226,6,2021-03-19T18:53:55Z,537.6666666666666
adnuts,"Bayesian inference using the no-U-turn (NUTS) algorithm by 
 Hoffman and Gelman (2014) <https://www.jmlr.org/papers/v15/hoffman14a.html>. 
 Designed for 'AD Model Builder' ('ADMB') models,
 or when R functions for log-density and log-density gradient
 are available, such as 'Template Model Builder'
 models and other special cases. Functionality is similar to 'Stan', 
 and the 'rstan' and 'shinystan' packages are used for diagnostics and 
 inference.",2021-03-02,Cole Monnahan,https://github.com/Cole-Monnahan-NOAA/adnuts,TRUE,https://github.com/cole-monnahan-noaa/adnuts,18966,15,2021-03-02T22:15:00Z,1264.4
adobeanalyticsr,"Connect to the 'Adobe Analytics' API v2.0 <https://github.com/AdobeDocs/analytics-2.0-apis>
             which powers 'Analysis Workspace'. The package was developed
             with the analyst in  mind, and it will continue to be
             developed with the guiding principles of iterative,
             repeatable, timely analysis.",2021-03-01,Ben Woodard,https://github.com/benrwoodard/adobeanalyticsr,TRUE,https://github.com/benrwoodard/adobeanalyticsr,2819,7,2021-03-30T13:35:26Z,402.7142857142857
adoptr,"Optimize one or two-arm, two-stage designs for clinical trials with 
    respect to several pre-implemented objective criteria or implement custom 
    objectives.
    Optimization under uncertainty and conditional (given stage-one outcome) 
    constraints are supported.
    See <doi:10.1002/sim.8291> and <doi:10.18637/jss.v098.i09> for details.",2021-06-28,Kevin Kunzmann,https://github.com/kkmann/adoptr,TRUE,https://github.com/kkmann/adoptr,19544,6,2021-06-28T12:15:29Z,3257.3333333333335
afdx,"Estimate diagnosis performance (Sensitivity, Specificity, 
    Positive predictive value, Negative predicted value) of a diagnostic test
    where can not measure the golden standard but can estimate it using the 
    attributable fraction. ",2021-05-25,John J. Aponte,https://github.com/johnaponte/afdx,TRUE,https://github.com/johnaponte/afdx,1411,0,2021-05-24T09:35:27Z,NA
afex,"Convenience functions for analyzing factorial experiments using ANOVA or
         mixed models. aov_ez(), aov_car(), and aov_4() allow specification of
         between, within (i.e., repeated-measures), or mixed (i.e., split-plot) 
         ANOVAs for data in long format (i.e., one observation per row),
         automatically aggregating multiple observations per individual and cell 
         of the design. mixed() fits mixed models using lme4::lmer() and computes 
         p-values for all fixed effects using either Kenward-Roger or Satterthwaite 
         approximation for degrees of freedom (LMM only), parametric bootstrap 
         (LMMs and GLMMs), or likelihood ratio tests (LMMs and GLMMs). 
         afex_plot() provides a high-level interface for interaction or one-way 
         plots using ggplot2, combining raw data and model estimates. afex uses 
         type 3 sums of squares as default (imitating commercial statistical software).",2021-07-22,Henrik Singmann,"http://afex.singmann.science/, https://github.com/singmann/afex",TRUE,https://github.com/singmann/afex,305079,98,2021-07-21T19:04:32Z,3113.0510204081634
affinity,"Tools for raster georeferencing, grid affine transforms, and general raster logic. 
 These functions provide converters between raster specifications, world vector, geotransform, 
 'RasterIO' window, and 'RasterIO window' in 'sf' package list format. There are functions to offset
 a matrix by padding any of four corners (useful for vectorizing neighbourhood operations), and
 helper functions to harvesting user clicks on a graphics device to use for simple georeferencing
 of images.  Methods used are available from <https://en.wikipedia.org/wiki/World_file> and
 <https://gdal.org/user/raster_data_model.html>. ",2021-06-02,Michael D. Sumner,https://github.com/hypertidy/affinity,TRUE,https://github.com/hypertidy/affinity,1396,13,2021-06-15T01:49:13Z,107.38461538461539
aftgee,"A collection of methods for both the rank-based estimates and least-square estimates to the Accelerated Failure Time (AFT) model. For rank-based estimation, it provides approaches that include the computationally efficient Gehan's weight and the general's weight such as the logrank weight. Details of the rank-based estimation can be found in Chiou et al. (2014) <doi:10.1007/s11222-013-9388-2> and Chiou et al. (2015) <doi:10.1002/sim.6415>. For the least-square estimation, the estimating equation is solved with generalized estimating equations (GEE). Moreover, in multivariate cases, the dependence working correlation structure can be specified in GEE's setting. Details on the least-squares estimation can be found in Chiou et al. (2014) <doi:10.1007/s10985-014-9292-x>.",2021-07-12,Sy Han Chiou,https://github.com/stc04003/aftgee,TRUE,https://github.com/stc04003/aftgee,24702,0,2021-08-24T21:26:22Z,NA
AGD,"Tools for the analysis of growth data: to extract an 
    LMS table from a gamlss object, to calculate the standard 
    deviation scores and its inverse, and to superpose two wormplots 
    from different models. The package contains a some varieties of 
    reference tables, especially for The Netherlands.",2018-05-29,Stef van Buuren,https://github.com/stefvanbuuren/AGD,TRUE,https://github.com/stefvanbuuren/agd,60406,1,2021-05-31T13:13:15Z,60406
AGHmatrix,"Computation of A (pedigree), G (genomic-base), and H (A corrected
    by G) relationship matrices for diploid and autopolyploid species. Several methods
    are implemented considering additive and non-additive models.",2020-09-21,Rodrigo Amadeu,https://github.com/prmunoz/AGHmatrix,TRUE,https://github.com/prmunoz/aghmatrix,22652,6,2021-04-09T13:30:13Z,3775.3333333333335
aglm,"Provides functions to fit Accurate Generalized Linear Model (AGLM) models, visualize them, and predict for new data. AGLM is defined as a regularized GLM which applies a sort of feature transformations using a discretization of numerical features and specific coding methodologies of dummy variables. For more information on AGLM, see Suguru Fujita, Toyoto Tanaka, Kenji Kondo and Hirokazu Iwasawa (2020) <https://www.institutdesactuaires.com/global/gene/link.php?doc_id=16273&fg=1>.",2021-06-09,Kenji Kondo,https://github.com/kkondo1981/aglm,TRUE,https://github.com/kkondo1981/aglm,1108,9,2021-06-09T13:53:51Z,123.11111111111111
AGread,"Standardize the process of bringing various modes of output files
    into R. Additionally, processes are provided to read and minimally pre-
    process raw data from primary accelerometer and inertial measurement unit files,
    as well as binary .gt3x files. ActiGraph monitors are used to estimate physical
    activity outcomes via body-worn sensors that measure (e.g.) acceleration or
    rotational velocity.",2020-02-26,Paul R. Hibbing,https://github.com/paulhibbing/AGread,TRUE,https://github.com/paulhibbing/agread,21867,11,2021-07-15T15:23:45Z,1987.909090909091
agricolaeplotr,"Visualization of Design of Experiments from the 'agricolae' package with 'ggplot2' framework
    The user provides an experiment design from the 'agricolae' package, calls the corresponding function and will receive a 
    visualization with 'ggplot2' based functions that are specific for each design. As there are many different designs, each design is tested on its type.
    The output can be modified with standard 'ggplot2' commands or with other packages with 'ggplot2' function extensions.",2021-07-20,Jens Harbers,https://github.com/jensharbers/agricolaeplotr,TRUE,https://github.com/jensharbers/agricolaeplotr,1134,0,2021-07-20T18:22:05Z,NA
agridat,"Datasets from books, papers, and websites related to agriculture.
    Example graphics and analyses are included. Data come from small-plot trials,
    multi-environment trials, uniformity trials, yield monitors, and more.",2021-01-12,Kevin Wright,http://kwstat.github.io/agridat/,TRUE,https://github.com/kwstat/agridat,53681,73,2021-02-22T20:20:18Z,735.3561643835617
AHMbook,"Provides functions and data sets to accompany the two volume publication 'Applied Hierarchical Modeling in Ecology: Analysis of distribution, abundance and species richness in R and BUGS' by Marc Kéry and Andy Royle: volume 1 (2016, ISBN: 978-0-12-801378-6) and volume 2 (2021, ISBN: 978-0-12-809585-0), <https://www.mbr-pwrc.usgs.gov/pubanalysis/keryroylebook/>.",2021-05-17,Mike Meredith,https://sites.google.com/site/appliedhierarchicalmodeling/home,TRUE,https://github.com/mikemeredith/ahmbook,25300,21,2021-07-30T00:39:36Z,1204.7619047619048
AhoCorasickTrie,"Aho-Corasick is an optimal algorithm for finding many
    keywords in a text. It can locate all matches in a text in O(N+M) time; i.e.,
    the time needed scales linearly with the number of keywords (N) and the size of
    the text (M). Compare this to the naive approach which takes O(N*M) time to loop
    through each pattern and scan for it in the text. This implementation builds the
    trie (the generic name of the data structure) and runs the search in a single
    function call. If you want to search multiple texts with the same trie, the
    function will take a list or vector of texts and return a list of matches to
    each text. By default, all 128 ASCII characters are allowed in both the keywords
    and the text. A more efficient trie is possible if the alphabet size can be
    reduced. For example, DNA sequences use at most 19 distinct characters and
    usually only 4; protein sequences use at most 26 distinct characters and usually
    only 20. UTF-8 (Unicode) matching is not currently supported.",2020-09-29,Matt Chambers,https://github.com/chambm/AhoCorasickTrie,TRUE,https://github.com/chambm/ahocorasicktrie,23342,8,2020-09-29T13:51:24Z,2917.75
AIPW,"The 'AIPW' pacakge implements the augmented inverse probability weighting, a doubly robust estimator, for average causal effect estimation with user-defined stacked machine learning algorithms. To cite the 'AIPW' package, please use: ""Yongqi Zhong, Edward H. Kennedy, Lisa M. Bodnar, Ashley I. Naimi (2021, In Press). AIPW: An R Package for Augmented Inverse Probability Weighted Estimation of Average Causal Effects. American Journal of Epidemiology"". Visit: <https://yqzhong7.github.io/AIPW/> for more information.",2021-06-11,Yongqi Zhong,https://github.com/yqzhong7/AIPW,TRUE,https://github.com/yqzhong7/aipw,1268,6,2021-07-20T21:17:52Z,211.33333333333334
aire.zmvm,"Tools for downloading hourly averages, daily maximums and minimums from each of the 
    pollution, wind, and temperature measuring stations or geographic zones in the Mexico City 
    metro area. The package also includes the locations of each of the stations and zones. See 
    <http://aire.cdmx.gob.mx/> for more information.",2019-03-30,Diego Valle-Jones,"https://hoyodesmog.diegovalle.net/aire.zmvm/,
https://github.com/diegovalle/aire.zmvm",TRUE,https://github.com/diegovalle/aire.zmvm,24742,10,2021-08-13T20:52:14Z,2474.2
airports,"Geographic, use, and property related data on airports.",2020-06-29,Mine Çetinkaya-Rundel,https://github.com/OpenIntroStat/airports,TRUE,https://github.com/openintrostat/airports,75120,1,2021-09-02T13:40:53Z,75120
airr,"Schema definitions and read, write and validation tools for data 
    formatted in accordance with the AIRR Data Representation schemas defined 
    by the AIRR Community <http://docs.airr-community.org>.",2020-05-27,Jason Vander Heiden,http://docs.airr-community.org,TRUE,https://github.com/airr-community/airr-standards,28245,28,2021-08-05T22:32:01Z,1008.75
AirSensor,"Process and display data from air quality sensors.
    Initial focus is on PM2.5 measurements from sensors produced by 'PurpleAir'
    <https://www2.purpleair.com>.",2021-03-12,Jonathan Callahan,https://github.com/MazamaScience/AirSensor,TRUE,https://github.com/mazamascience/airsensor,5843,22,2021-04-02T00:20:36Z,265.59090909090907
akc,"A tidy framework for automatic knowledge classification and visualization. Currently, the core functionality of the framework is mainly supported by modularity-based clustering (community detection) in keyword co-occurrence network, and focuses on co-word analysis of bibliometric research. However, the designed functions in 'akc' are general, and could be extended to solve other tasks in text mining as well.",2020-12-05,Tian-Yuan Huang,https://github.com/hope-data-science/akc,TRUE,https://github.com/hope-data-science/akc,12930,9,2020-12-05T08:35:36Z,1436.6666666666667
akiFlagger,Flagger to detect acute kidney injury (AKI) in a patient dataset.,2021-04-07,Ishan Saran,https://github.com/isaranwrap/akiFlagger,TRUE,https://github.com/isaranwrap/akiflagger,4212,0,2021-03-10T20:31:51Z,NA
akmedoids,"Advances a novel adaptation of longitudinal k-means clustering 
    technique (Genolini et al. (2015) <doi:10.18637/jss.v065.i04>) 
    for grouping trajectories based on the similarities of their 
    long-term trends and determines the optimal solution based 
    on either the average silhouette width (Rousseeuw P. J. 1987) 
    or the Calinski-Harabatz criterion (Calinski and Harabatz (1974) 
    <doi:10.1080/03610927408827101>). Includes functions to extract 
    descriptive statistics and generate a visualisation of the 
    resulting groups, drawing methods from the 'ggplot2' library (Wickham H. (2016) 
    <doi:10.1007/978-3-319-24277-4>). The package also includes a number of 
    other useful functions for exploring and manipulating longitudinal 
    data prior to the clustering process.",2021-04-13,Monsuru Adepeju,https://cran.r-project.org/package=akmedoids,TRUE,https://github.com/manalytics/akmedoids,19118,0,2021-08-25T17:15:00Z,NA
aldvmm,"The goal of the package 'aldvmm' is to fit adjusted limited 
    dependent variable mixture models of health state utilities. Adjusted 
    limited dependent variable mixture models are finite mixtures of normal 
    distributions with an accumulation of density mass at the limits, and a gap 
    between 100% quality of life and the next smaller utility value. The 
    package 'aldvmm' uses the likelihood and expected value functions proposed 
    by Hernandez Alava and Wailoo (2015) <doi:10.1177/1536867X1501500307> using 
    normal component distributions and a multinomial logit model of 
    probabilities of component membership.",2021-07-19,Mark Pletscher,https://github.com/pletschm/aldvmm/,TRUE,https://github.com/pletschm/aldvmm,1306,1,2021-07-18T12:34:07Z,1306
alfred,"Provides direct access to the ALFRED (<https://alfred.stlouisfed.org>) and FRED (<https://fred.stlouisfed.org>) databases.
    Its functions return tidy data frames for different releases of the specified time series. 
    Note that this product uses the FRED© API but is not endorsed or certified by the Federal Reserve Bank of St. Louis.",2021-07-26,Onno Kleen,https://github.com/onnokleen/alfred/,TRUE,https://github.com/onnokleen/alfred,31162,13,2021-07-30T14:25:43Z,2397.076923076923
algorithmia,"The company, Algorithmia, houses the largest marketplace of online
    algorithms. This package essentially holds a bunch of REST wrappers that
    make it very easy to call algorithms in the Algorithmia platform and access
    files and directories in the Algorithmia data API. To learn more about the
    services they offer and the algorithms in the platform visit
    <http://algorithmia.com>. More information for developers can be found at
    <https://algorithmia.com/developers>.",2020-10-12,James Sutton,NA,TRUE,https://github.com/algorithmiaio/algorithmia-r,24436,14,2021-03-08T22:03:26Z,1745.4285714285713
