name,description,published,author,url,github_ind,github_url,downloads,stars,last_commit,downloads_per_star
add2ggplot,Create 'ggplot2' themes and color palettes.,2020-02-07,Jiaxiang Li,https://github.com/JiaxiangBU/add2ggplot,TRUE,https://github.com/jiaxiangbu/add2ggplot,2492,2,2020-02-08T12:07:44Z,1246
addinslist,"Browse through a continuously updated list of existing RStudio 
    addins and install/uninstall their corresponding packages.",2019-08-30,Dean Attali,https://github.com/daattali/addinslist,TRUE,https://github.com/daattali/addinslist,42488,567,2020-05-11T17:07:38Z,74.93474426807761
addinsOutline,"'RStudio' allows to show and navigate for the outline of a 
    R Markdown file, but not for R Markdown projects with multiple 
    files. For this reason, I have developed several 'RStudio' addins capable 
    of show project outline. Each addin is specialized in showing projects 
    of different types: R Markdown project, 'bookdown' package project 
    and 'LaTeX' project. There is a configuration file that allows you 
    to customize additional searches.",2019-12-02,Pedro L. Luque-Calvo,https://github.com/calote/addinsOutline,TRUE,https://github.com/calote/addinsoutline,3302,0,2019-11-29T09:25:38Z,NA
ade4,"Tools for multivariate data analysis. Several methods are provided for the analysis (i.e., ordination) of one-table (e.g., principal component analysis, correspondence analysis), two-table (e.g., coinertia analysis, redundancy analysis), three-table (e.g., RLQ analysis) and K-table (e.g., STATIS, multiple coinertia analysis). The philosophy of the package is described in Dray and Dufour (2007) <doi:10.18637/jss.v022.i04>.",2020-02-13,Stéphane Dray,http://pbil.univ-lyon1.fr/ADE-4,TRUE,https://github.com/sdray/ade4,1469321,13,2020-04-23T15:23:48Z,113024.69230769231
ade4TkGUI,A Tcl/Tk GUI for some basic functions in the 'ade4' package.,2019-09-17,Jean Thioulouse,"http://pbil.univ-lyon1.fr/ade4TkGUI, Mailing list:
http://listes.univ-lyon1.fr/wws/info/adelist",TRUE,https://github.com/aursiber/ade4tkgui,78145,0,2019-09-13T09:21:07Z,NA
adegenet,"Toolset for the exploration of genetic and genomic
    data. Adegenet provides formal (S4) classes for storing and handling
    various genetic data, including genetic markers with varying ploidy
    and hierarchical population structure ('genind' class), alleles counts
    by populations ('genpop'), and genome-wide SNP data ('genlight'). It
    also implements original multivariate methods (DAPC, sPCA), graphics,
    statistical tests, simulation tools, distance and similarity measures,
    and several spatial methods. A range of both empirical and simulated
    datasets is also provided to illustrate various methods.",2020-05-10,Thibaut Jombart,https://github.com/thibautjombart/adegenet,TRUE,https://github.com/thibautjombart/adegenet,300883,101,2020-05-20T00:21:46Z,2979.039603960396
adegraphics,Graphical functionalities for the representation of multivariate data. It is a complete re-implementation of the functions available in the 'ade4' package.,2018-12-18,Stéphane Dray,"http://pbil.univ-lyon1.fr/ADE-4, Mailing list:
http://listes.univ-lyon1.fr/wws/info/adelist",TRUE,https://github.com/sdray/adegraphics,132944,6,2020-06-03T14:04:53Z,22157.333333333332
adept,"Designed for optimal use in performing fast, 
    accurate walking strides segmentation from high-density 
    data collected from a wearable accelerometer worn 
    during continuous walking activity.",2019-06-18,Marta Karas,https://github.com/martakarass/adept,TRUE,https://github.com/martakarass/adept,5402,3,2019-06-18T06:17:42Z,1800.6666666666667
AdhereR,"Computation of adherence to medications from Electronic Health care 
    Data and visualization of individual medication histories and adherence 
    patterns. The package implements a set of S3 classes and
    functions consistent with current adherence guidelines and definitions. 
    It allows the computation of different measures of
    adherence (as defined in the literature, but also several original ones), 
    their publication-quality plotting,
    the estimation of event duration and time to initiation,
    the interactive exploration of patient medication history and 
    the real-time estimation of adherence given various parameter settings.
    It scales from very small datasets stored in flat CSV files to very large 
    databases and from single-thread processing on mid-range consumer
    laptops to parallel processing on large heterogeneous computing clusters.
    It exposes a standardized interface allowing it to be used from other
    programming languages and platforms, such as Python.",2020-05-12,Dan Dediu,https://github.com/ddediu/AdhereR,TRUE,https://github.com/ddediu/adherer,19940,14,2019-06-14T13:16:52Z,1424.2857142857142
AdhereRViz,"Interactive graphical user interface (GUI) for the package 
    'AdhereR', allowing the user to access different data sources, to explore 
    the patterns of medication use therein, and the computation of various  
    measures of adherence. It is implemented using Shiny and HTML/CSS/JavaScript. ",2020-05-16,Dan Dediu,https://github.com/ddediu/AdhereR,TRUE,https://github.com/ddediu/adherer,389,14,2019-06-14T13:16:52Z,27.785714285714285
adjclust,"Implements a constrained version of hierarchical agglomerative 
    clustering, in which each observation is associated to a position, and 
    only adjacent clusters can be merged. Typical application fields in 
    bioinformatics include Genome-Wide Association Studies or Hi-C data 
    analysis, where the similarity between items is a decreasing function of 
    their genomic distance. Taking advantage of this feature, the implemented 
    algorithm is time and memory efficient. This algorithm is described in 
    Chapter 4 of Alia Dehman (2015) 
    <https://hal.archives-ouvertes.fr/tel-01288568v1>.",2019-12-10,Pierre Neuvial,https://github.com/pneuvial/adjclust,TRUE,https://github.com/pneuvial/adjclust,13790,13,2020-06-08T14:59:19Z,1060.7692307692307
adjustedcranlogs,Adjusts output of 'cranlogs' package to account for 'CRAN'-wide daily automated downloads and re-downloads caused by package updates.,2017-11-23,Tyler Morgan-Wall,https://github.com/tylermorganwall/adjustedcranlogs,TRUE,https://github.com/tylermorganwall/adjustedcranlogs,11927,24,2020-02-24T00:56:11Z,496.9583333333333
AdMit,"Provides functions to perform the fitting of an adaptive mixture
    of Student-t distributions to a target density through its kernel function as described in
    Ardia et al. (2009) <doi:10.18637/jss.v029.i03>. The
    mixture approximation can then be used as the importance density in importance
    sampling or as the candidate density in the Metropolis-Hastings algorithm to
    obtain quantities of interest for the target density itself. ",2020-04-20,David Ardia,https://github.com/ArdiaD/AdMit,TRUE,https://github.com/ardiad/admit,41881,2,2020-04-19T20:50:45Z,20940.5
adoptr,"Optimize one or two-arm, two-stage designs for clinical trials with 
    respect to several pre-implemented objective criteria or implement custom 
    objectives.
    Optimization under uncertainty and conditional (given stage-one outcome) 
    constraints are supported.
    See Pilz M, Kunzmann K, Herrmann C, Rauch G, Kieser M. A variational 
    approach to optimal two-stage designs. Statistics in Medicine. 2019;38(21):4159–4171.
    <doi:10.1002/sim.8291> for details.",2020-01-09,Kevin Kunzmann,https://github.com/kkmann/adoptr,TRUE,https://github.com/kkmann/adoptr,8701,3,2020-02-10T15:02:50Z,2900.3333333333335
adpss,"Provides the functions for planning and conducting a
  clinical trial with adaptive sample size determination. Maximal statistical
  efficiency will be exploited even when dramatic or multiple adaptations
  are made. Such a trial consists of adaptive determination of sample size
  at an interim analysis and implementation of frequentist statistical test at the
  interim and final analysis with a prefixed significance level. The required
  assumptions for the stage-wise test statistics are independent and stationary
  increments and normality. Predetermination of adaptation rule is not required.",2018-09-20,Kosuke Kashiwabara,https://github.com/ca4wa/R-adpss,TRUE,https://github.com/ca4wa/r-adpss,8842,0,2020-01-07T02:52:34Z,NA
afex,"Convenience functions for analyzing factorial experiments using ANOVA or
         mixed models. aov_ez(), aov_car(), and aov_4() allow specification of
         between, within (i.e., repeated-measures), or mixed (i.e., split-plot) 
         ANOVAs for data in long format (i.e., one observation per row),
         automatically aggregating multiple observations per individual and cell 
         of the design. mixed() fits mixed models using lme4::lmer() and computes 
         p-values for all fixed effects using either Kenward-Roger or Satterthwaite 
         approximation for degrees of freedom (LMM only), parametric bootstrap 
         (LMMs and GLMMs), or likelihood ratio tests (LMMs and GLMMs). 
         afex_plot() provides a high-level interface for interaction or one-way 
         plots using ggplot2, combining raw data and model estimates. afex uses 
         type 3 sums of squares as default (imitating commercial statistical software).",2020-03-28,Henrik Singmann,"http://afex.singmann.science/, https://github.com/singmann/afex",TRUE,https://github.com/singmann/afex,224665,80,2020-06-09T20:32:59Z,2808.3125
afpt,"Allows estimation and modelling of flight costs in animal (vertebrate) flight,
    implementing the aerodynamic power model described in Klein Heerenbrink et al.
    (2015) <doi:10.1098/rspa.2014.0952>. Taking inspiration from the program
    'Flight', developed by Colin Pennycuick (Pennycuick (2008) ""Modelling the flying
    bird"". Amsterdam: Elsevier. ISBN 0-19-857721-4), flight performance is estimated
    based on basic morphological measurements such as body mass, wingspan and wing
    area. 'afpt' can be used to make predictions on how animals should adjust their
    flight behaviour and wingbeat kinematics to varying flight conditions.",2020-03-19,Marco KleinHeerenbrink,https://github.com/MarcoKlH/afpt-r/,TRUE,https://github.com/marcoklh/afpt-r,12870,1,2020-03-18T15:32:16Z,12870
aftgee,"A collection of methods for both the rank-based estimates and least-square estimates
	      to the Accelerated Failure Time (AFT) model.
	      For rank-based estimation, it provides approaches that include the computationally
	      efficient Gehan's weight and the general's weight such as the logrank weight.
	      Details of the rank-based estimation can be found in
	      Chiou et al. (2014) <doi:10.1007/s11222-013-9388-2> and
	      Chiou et al. (2015) <doi:10.1002/sim.6415>.
	      For the least-square estimation, the estimating equation is solved with
	      generalized estimating equations (GEE).
	      Moreover, in multivariate cases, the dependence working correlation structure
	      can be specified in GEE's setting.
	      Details on the least-squares estimation can be found in
	      Chiou et al. (2014) <doi:10.1007/s10985-014-9292-x>.",2018-07-24,Sy Han Chiou,http://github.com/stc04003/aftgee,TRUE,https://github.com/stc04003/aftgee,32629,0,2019-12-19T16:33:21Z,NA
AGD,"Tools for the analysis of growth data: to extract an 
    LMS table from a gamlss object, to calculate the standard 
    deviation scores and its inverse, and to superpose two wormplots 
    from different models. The package contains a some varieties of 
    reference tables, especially for The Netherlands.",2018-05-29,Stef van Buuren,https://github.com/stefvanbuuren/AGD,TRUE,https://github.com/stefvanbuuren/agd,104241,1,2020-05-05T19:48:54Z,104241
AGHmatrix,"Computation of A (pedigree), G (genomic-base), and H (A corrected
    by G) relationship matrices for diploid and autopolyploid species. Several methods
    are implemented considering additive and non-additive models.",2019-07-30,Rodrigo Amadeu,http://github.com/prmunoz/AGHmatrix,TRUE,https://github.com/prmunoz/aghmatrix,11668,5,2020-01-14T14:20:10Z,2333.6
agop,"Tools supporting multi-criteria and group decision making,
    including variable number of criteria, by means of
    aggregation operators, spread measures,
    fuzzy logic connectives, fusion functions,
    and preordered sets. Possible applications include,
    but are not limited to, quality management, scientometrics,
    software engineering, etc.",2020-01-08,Marek Gagolewski,http://www.gagolewski.com/software/,TRUE,https://github.com/gagolews/agop,25078,3,2020-01-10T05:51:35Z,8359.333333333334
AGread,"Standardize the process of bringing various modes of output files
    into R. Additionally, processes are provided to read and minimally pre-
    process raw data from primary accelerometer and inertial measurement unit files,
    as well as binary .gt3x files. ActiGraph monitors are used to estimate physical
    activity outcomes via body-worn sensors that measure (e.g.) acceleration or
    rotational velocity.",2020-02-26,Paul R. Hibbing,https://github.com/paulhibbing/AGread,TRUE,https://github.com/paulhibbing/agread,13402,7,2020-06-07T02:37:18Z,1914.5714285714287
agridat,"Datasets from books, papers, and websites related to agriculture.
    Example graphics and analyses are included. Data come from small-plot trials,
    multi-environment trials, uniformity trials, yield monitors, and more.",2018-07-06,Kevin Wright,https://github.com/kwstat/agridat,TRUE,https://github.com/kwstat/agridat,54968,64,2020-01-20T15:28:35Z,858.875
agriwater,"Spatial modeling of energy balance and actual 
    evapotranspiration using satellite images and meteorological data. 
    Options of satellite are: Landsat-8 (with and without thermal bands), 
    Sentinel-2 and MODIS. Respectively spatial resolutions are 30, 100, 
    10 and 250 meters. User can use data from a single meteorological 
    station or a grid of meteorological stations (using any spatial 
    interpolation method). Teixeira (2010) <doi:10.3390/rs0251287>. 
    Teixeira et al. (2015) <doi:10.3390/rs71114597>.
    Silva, Manzione, and Albuquerque Filho (2018) <doi:10.3390/horticulturae4040044>.",2019-01-30,Cesar de Oliveira Ferreira Silva,NA,TRUE,https://github.com/cesarofs/agriwater,7271,3,2020-03-03T20:44:34Z,2423.6666666666665
AHMbook,"Provides functions and data sets to accompany the two volume publication ""Applied Hierarchical Modeling in Ecology: Analysis of distribution, abundance and species richness in R and BUGS"" by Marc Kéry and Andy Royle: volume 1 (2016, ISBN: 978-0-12-801378-6) and volume 2 (2020, ISBN: 978-0-12-809585-0), <https://www.mbr-pwrc.usgs.gov/pubanalysis/keryroylebook>.",2020-06-09,Mike Meredith,"https://www.mbr-pwrc.usgs.gov/pubanalysis/keryroylebook/,
https://sites.google.com/site/appliedhierarchicalmodeling/home",TRUE,https://github.com/mikemeredith/ahmbook,18100,9,2020-06-08T13:14:36Z,2011.111111111111
aimsir17,"Named after the Irish name for weather, this package contains 
    tidied data from the Irish Meteorological Service's hourly observations for 2017. 
    In all, the data sets include observations from 25 weather stations, and also
    latitude and longitude coordinates for each weather station.",2019-12-02,Jim Duggan,"https://github.com/JimDuggan/aimsir17, https://www.met.ie",TRUE,https://github.com/jimduggan/aimsir17,3065,0,2019-12-04T14:14:22Z,NA
aire.zmvm,"Tools for downloading hourly averages, daily maximums and minimums from each of the 
    pollution, wind, and temperature measuring stations or geographic zones in the Mexico City 
    metro area. The package also includes the locations of each of the stations and zones. See 
    <http://aire.cdmx.gob.mx/> for more information.",2019-03-30,Diego Valle-Jones,"https://hoyodesmog.diegovalle.net/aire.zmvm/,
https://github.com/diegovalle/aire.zmvm",TRUE,https://github.com/diegovalle/aire.zmvm,16966,9,2020-05-05T02:50:57Z,1885.111111111111
aiRly,Get information about air quality using 'Airly' <https://airly.eu/> API through R.,2020-03-19,Piotr Janus,https://github.com/piotrekjanus/aiRly,TRUE,https://github.com/piotrekjanus/airly,1544,0,2020-03-19T22:31:01Z,NA
airportr,"Retrieves open source airport data and provides tools to look up information, translate names into codes and vice-verse, as well as some basic calculation functions for measuring distances. Data is licensed under the Open Database License. ",2019-10-09,Dmitry Shkolnik,https://github.com/dshkol/airportr,TRUE,https://github.com/dshkol/airportr,9904,4,2020-05-24T06:22:26Z,2476
airqualityES,"These dataset contains daily quality air measurements in 
  Spain over a period of 18 years (from 2001 to 2018). The measurements refer to 
  several pollutants. These data are openly published by the Government of Spain.  
  The datasets were originally spread over a number of files and formats. Here, 
  the same information is contained in simple dataframe for convenience of 
  researches, journalists or general public. See the Spanish Government website 
  <http://www.miteco.gob.es/> for more information.",2020-02-29,Jose V. Die,https://github.com/jdieramon/airqualityES,TRUE,https://github.com/jdieramon/airqualityes,2098,0,2020-03-03T18:02:08Z,NA
airr,"Schema definitions and read, write and validation tools for data 
    formatted in accordance with the AIRR Data Representation schemas defined 
    by the AIRR Community <http://docs.airr-community.org>.",2020-05-27,Jason Vander Heiden,http://docs.airr-community.org,TRUE,https://github.com/airr-community/airr-standards,11243,18,2020-06-01T21:21:28Z,624.6111111111111
akc,"A tidy framework for automatic knowledge classification and visualization. Currently, the core functionality of the framework is mainly supported by modularity-based clustering (community detection) in keyword co-occurrence network, and focuses on co-word analysis of bibliometric research. However, the designed functions in 'akc' are general, and could be extended to solve other tasks in text mining as well. ",2020-01-30,Tian-Yuan Huang,https://github.com/hope-data-science/akc,TRUE,https://github.com/hope-data-science/akc,3382,8,2020-02-17T01:01:31Z,422.75
ALA4R,"The Atlas of Living Australia (ALA) provides tools to enable users
    of biodiversity information to find, access, combine and visualise data on
    Australian plants and animals; these have been made available from
    <https://ala.org.au/>. ALA4R provides a subset of the tools to be
    directly used within R. It enables the R community to directly access data
    and resources hosted by the ALA.",2020-04-04,Peggy Newman,https://github.com/AtlasOfLivingAustralia/ALA4R,TRUE,https://github.com/atlasoflivingaustralia/ala4r,21946,32,2020-04-03T05:17:58Z,685.8125
albopictus,Implements discrete time deterministic and stochastic age-structured population dynamics models described in Erguler and others (2016) <doi:10.1371/journal.pone.0149282> and Erguler and others (2017) <doi:10.1371/journal.pone.0174293>.,2018-11-29,Kamil Erguler,https://github.com/kerguler/albopictusR,TRUE,https://github.com/kerguler/albopictusr,15595,0,2020-03-20T15:34:46Z,NA
alfr,"Allows you to connect to an 'Alfresco' content management repository and interact
  with its contents using simple and intuitive functions.  You will be able to establish a connection session to the 'Alfresco' repository,
  read and upload content and manage folder hierarchies.  For more details on the 'Alfresco' content management repository
  see <https://www.alfresco.com/ecm-software/document-management>.",2019-07-19,Roy Wetherall,"https://github.com/rwetherall/alfr,
https://rwetherall.github.io/alfr/",TRUE,https://github.com/rwetherall/alfr,5086,0,2019-07-19T02:21:15Z,NA
AlgDesign,"Algorithmic experimental designs. Calculates exact and
        approximate theory experimental designs for D,A, and I
        criteria. Very large designs may be created. Experimental
        designs may be blocked or blocked designs created from a
        candidate list, using several criteria.  The blocking can be
        done when whole and within plot factors interact.",2019-11-29,Bob Wheeler,https://github.com/jvbraun/AlgDesign,TRUE,https://github.com/jvbraun/algdesign,815651,6,2019-11-29T02:10:41Z,135941.83333333334
algorithmia,"The company, Algorithmia, houses the largest marketplace of online
    algorithms. This package essentially holds a bunch of REST wrappers that
    make it very easy to call algorithms in the Algorithmia platform and access
    files and directories in the Algorithmia data API. To learn more about the
    services they offer and the algorithms in the platform visit
    <http://algorithmia.com>. More information for developers can be found at
    <http://developers.algorithmia.com>.",2019-08-01,James Sutton,NA,TRUE,https://github.com/algorithmiaio/algorithmia-r,17860,10,2019-08-02T19:03:08Z,1786
aliases2entrez,"Queries multiple resources authors HGNC (2019) <https://www.genenames.org>, authors limma (2015) <doi:10.1093/nar/gkv007> 
    to find the correspondence between evolving nomenclature of human gene symbols, aliases, previous symbols or synonyms with 
    stable, curated gene entrezID from NCBI database. This allows fast, accurate and up-to-date correspondence
    between human gene expression datasets from various date and platform (e.g: gene symbol: BRCA1 - ID: 672).",2020-05-19,Raphael Bonnet,NA,TRUE,https://github.com/peyronlab/aliases2entrez,3859,1,2019-10-08T08:14:36Z,3859
almanac,"Provides tools for defining recurrence rules and
    recurrence bundles. Recurrence rules are a programmatic way to define
    a recurring event, like the first Monday of December. Multiple
    recurrence rules can be combined into larger recurrence bundles.
    Together, these provide a system for adjusting and generating
    sequences of dates while simultaneously skipping over dates in a
    recurrence bundle's event set.",2020-05-28,Davis Vaughan,https://github.com/DavisVaughan/almanac,TRUE,https://github.com/davisvaughan/almanac,138,52,2020-05-28T17:39:14Z,2.6538461538461537
alookr,"A collection of tools that support data splitting, predictive modeling, and model evaluation. 
    A typical function is to split a dataset into a training dataset and a test dataset. 
    Then compare the data distribution of the two datasets.
    Another feature is to support the development of predictive models and to compare the performance of several predictive models, 
    helping to select the best model. ",2020-06-07,Choonghyun Ryu,NA,TRUE,https://github.com/choonghyunryu/alookr,1660,6,2020-06-07T15:02:02Z,276.6666666666667
alpaca,"Provides a routine to concentrate out factors with many levels during the
  optimization of the log-likelihood function of the corresponding generalized linear model (glm).
  The package is based on the algorithm proposed by Stammann (2018) <arXiv:1707.01815> and is
  restricted to glm's that are based on maximum likelihood estimation and non-linear. It also offers
  an efficient algorithm to recover estimates of the fixed effects in a post-estimation routine and 
  includes robust and multi-way clustered standard errors. Further the package provides analytical 
  bias corrections for binary choice models (logit and probit) derived by Fernandez-Val 
  and Weidner (2016) <doi:10.1016/j.jeconom.2015.12.014> and Hinz, Stammann, and Wanner (2019).",2020-01-12,Amrei Stammann,https://github.com/amrei-stammann/alpaca,TRUE,https://github.com/amrei-stammann/alpaca,27931,23,2020-01-19T12:39:26Z,1214.391304347826
alphavantager,"
    Alpha Vantage has free historical financial information. 
    All you need to do is get a free API key at <https://www.alphavantage.co>.
    Then you can use the R interface to retrieve free equity information.
    Refer to the Alpha Vantage website for more information.",2020-03-01,Matt Dancho,https://github.com/business-science/alphavantager,TRUE,https://github.com/business-science/alphavantager,84585,44,2020-03-01T14:14:43Z,1922.3863636363637
altair,"Interface to 'Altair' <https://altair-viz.github.io>, which itself 
  is a 'Python' interface to 'Vega-Lite' <https://vega.github.io/vega-lite>.
  This package uses the 'Reticulate' framework 
  <https://rstudio.github.io/reticulate> to manage the interface between R
  and 'Python'.",2020-01-23,Ian Lyttle,https://github.com/vegawidget/altair,TRUE,https://github.com/vegawidget/altair,5680,68,2020-01-23T20:38:11Z,83.52941176470588
alterryx,"A tool to access each of the 'Alteryx' Gallery 'API' endpoints.
    Users can queue jobs, poll job status, and retrieve application output as
    a data frame. You will need an 'Alteryx' Server license and have 'Alteryx'
    Gallery running to utilize this package. The 'API' is accessed through the
    'URL' that you setup for the server running 'Alteryx' Gallery and more
    information on the endpoints can be found at
    <https://gallery.alteryx.com/api-docs/>.",2019-06-06,Michael Treadwell,"https://github.com/mtreadwell/alterryx,
https://gallery.alteryx.com/api-docs/",TRUE,https://github.com/mtreadwell/alterryx,17370,3,2019-09-03T17:15:38Z,5790
altR2,"Provides alternatives to the normal adjusted R-squared estimator for the estimation of the multiple squared correlation in regression models, 
              as fitted by the lm() function. The alternative estimators are described in Karch (2016) <DOI:10.31234/osf.io/v8dz5>.",2019-09-23,Julian Karch,https://github.com/karchjd/altR2,TRUE,https://github.com/karchjd/altr2,4061,0,2019-09-26T10:24:21Z,NA
ambient,"Generation of natural looking noise has many application within 
    simulation, procedural generation, and art, to name a few. The 'ambient' 
    package provides an interface to the 'FastNoise' C++ library and allows for
    efficient generation of perlin, simplex, worley, cubic, value, and white 
    noise with optional pertubation in either 2, 3, or 4 (in case of simplex and
    white noise) dimensions.",2020-03-21,Thomas Lin Pedersen,"https://ambient.data-imaginist.com,
https://github.com/thomasp85/ambient",TRUE,https://github.com/thomasp85/ambient,10102,59,2020-03-19T20:43:12Z,171.22033898305085
ameco,Annual macro-economic database provided by the European Commission.,2018-05-04,Eric Persson,http://github.com/expersso/ameco,TRUE,https://github.com/expersso/ameco,28191,6,2019-09-10T08:50:00Z,4698.5
amerika,"A color palette generator inspired by American politics, with colors ranging from blue on the 
    left to gray in the middle and red on the right. A variety of palettes allow for a range of applications 
    from brief discrete scales (e.g., three colors for Democrats, Independents, and Republicans) to 
    continuous interpolated arrays including dozens of shades graded from blue (left) to red (right). This
    package greatly benefitted from building on the source code (with permission) from Ram and Wickham (2015).",2019-05-03,Philip Waggoner,NA,TRUE,https://github.com/pdwaggoner/amerika,7873,0,2019-11-14T20:08:36Z,NA
AmpGram,"Predicts antimicrobial peptides using random forests trained on the
    n-gram encoded peptides. The implemented algorithm can be accessed from
    both the command line and shiny-based GUI. The AmpGram model is too large 
    for CRAN and it has to be downloaded separately from the repository:
    <https://github.com/michbur/AmpGramModel>.",2020-05-31,Michal Burdukiewicz,https://github.com/michbur/AmpGram,TRUE,https://github.com/michbur/ampgram,10,1,2020-05-22T09:21:48Z,10
